name:M2a
items:100
19,3
25,6
16,19
28,13
22,25
25,6
16,22
3,9
13,3
6,6
16,28
3,6
13,3
19,16
19,19
19,6
13,16
19,3
25,25
9,16
22,25
28,28
6,16
9,16
6,25
25,25
28,28
13,19
9,9
3,13
3,22
9,9
22,19
22,25
6,16
16,22
28,16
3,22
13,19
19,22
13,19
9,6
25,13
28,16
13,22
19,6
3,16
16,22
28,6
28,6
9,22
3,13
22,28
25,6
19,25
6,6
16,25
16,6
13,22
19,9
22,22
16,22
13,6
19,16
3,13
28,28
13,16
13,16
9,25
9,16
9,28
19,22
22,6
13,25
28,16
3,19
6,16
19,25
6,19
6,25
22,3
28,9
13,9
22,6
22,25
22,19
6,9
3,3
25,25
6,6
3,16
16,6
22,22
3,16
6,13
9,22
9,13
16,19
6,19
28,16
objects:18
40,60
40,60
90,30
90,30
90,30
30,30
30,30
30,30
30,30
90,60
90,60
60,30
60,30
60,30
60,30
120,30
120,30
120,30
