

name: M1



items:100


6,1
8,2
5,6
9,4
7,8
8,2
5,7
1,3
4,1
2,2
5,9
1,2
4,1
6,5
6,6
6,2
4,5
6,1
8,8
3,5
7,8
9,9
2,5
3,5
2,8
8,8
9,9
4,6
3,3
1,4
1,7
3,3
7,6
7,8
2,5
5,7
9,5
1,7
4,6
6,7
4,6
3,2
8,4
9,5
4,7
6,2
1,5
5,7
9,2
9,2
3,7
1,4
7,9
8,2
6,8
2,2
5,8
5,2
4,7
6,3
7,7
5,7
4,2
6,5
1,4
9,9
4,5
4,5
3,8
3,5
3,9
6,7
7,2
4,8
9,5
1,6
2,5
6,8
2,6
2,8
7,1
9,3
4,3
7,2
7,8
7,6
2,3
1,1
8,8
2,2
1,5
5,2
7,7
1,5
2,4
3,7
3,4
5,6
2,6
9,5
objects:16
20,20
20,20
30,10
30,10
30,10
10,10
10,10
10,10
30,20
30,20
20,10
20,10
20,10
40,10
40,10
40,10


