name:g12
items:50
665,572
640,482
594,264
566,349
660,276
422,745
622,434
433,446
506,668
635,405
320,486
549,554
491,392
528,459
579,426
359,728
465,644
323,382
352,268
512,324
426,277
685,254
532,483
414,678
590,546
640,716
400,542
596,634
696,497
300,417
605,290
520,321
290,543
269,599
679,467
421,583
723,729
590,465
585,614
327,446
616,734
606,479
278,656
355,537
519,604
596,746
281,439
405,339
526,273
568,625
objects:20
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000
1000,1000

