name:M2b
items:100
28,22
12,6
28,6
28,16
19,3
12,3
9,28
22,9
6,12
19,19
16,16
19,19
25,25
22,19
12,19
22,6
28,16
6,9
22,19
12,19
3,16
19,22
22,19
6,25
25,19
19,28
3,22
28,22
19,9
6,9
22,25
9,6
3,3
25,19
16,16
9,12
16,16
9,6
9,22
28,25
22,25
28,9
3,6
16,25
28,19
9,19
16,3
9,9
16,28
6,19
12,16
25,16
12,16
16,22
12,19
22,3
19,3
16,25
16,22
25,12
12,16
19,28
12,6
22,6
19,28
9,3
19,3
25,6
19,25
25,22
6,3
19,22
3,6
19,6
9,12
19,12
25,25
19,16
28,25
19,6
9,12
25,6
12,3
9,19
9,16
3,9
6,25
25,9
25,28
19,22
25,12
25,9
9,9
28,16
3,3
12,16
9,3
9,28
6,6
3,3
objects:18
40,60
40,60
90,30
90,30
90,30
30,30
30,30
30,30
30,30
90,60
90,60
60,30
60,30
60,30
60,30
120,30
120,30
120,30



