name:M3a
items:150
28,25
28,19
19,3
13,25
9,9
19,3
3,13
16,3
28,25
22,13
25,19
19,25
3,19
16,25
19,19
25,19
13,22
9,3
9,13
13,22
6,25
19,22
6,28
28,16
28,25
28,6
28,25
28,25
6,19
9,19
22,9
6,25
16,22
6,25
19,9
22,16
22,6
22,19
3,6
22,9
19,25
25,13
19,9
6,9
9,28
22,3
3,6
13,3
13,19
13,13
16,3
13,22
25,19
19,16
16,3
13,9
16,25
19,3
25,22
25,25
25,9
22,19
22,25
28,25
16,28
3,13
25,13
6,13
19,3
3,22
13,3
25,22
6,6
13,3
3,19
19,28
3,13
13,9
25,19
19,6
28,16
6,16
25,9
16,13
3,19
22,28
16,6
28,22
19,22
28,19
9,22
9,19
22,16
16,9
28,16
22,22
16,19
22,25
6,28
28,19
28,19
16,16
28,16
6,28
6,9
28,22
3,19
3,19
16,19
3,16
6,28
3,19
19,6
9,9
13,19
6,13
6,22
16,16
13,25
13,3
6,13
22,25
19,28
16,19
22,22
16,28
6,13
25,28
3,16
22,25
13,3
6,6
19,6
19,6
22,19
28,22
9,22
13,25
22,28
6,6
6,13
6,19
6,28
9,13
6,6
22,3
25,22
16,3
25,13
16,16
objects:20
60,50
60,50
60,50
30,100
30,100
30,100
40,30
40,30
40,30
60,100
60,100
60,100
60,100
30,60
30,60
30,60
30,60
30,120
30,120
30,120
