name:M3a
items:150
19,3
26,6
16,19
29,13
22,26
26,6
16,22
3,10
13,3
6,6
16,29
3,6
13,3
19,16
19,19
19,6
13,16
19,3
26,26
10,16
22,26
29,29
6,16
10,16
6,26
26,26
29,29
13,19
10,10
3,13
3,22
10,10
22,19
22,26
6,16
16,22
29,16
3,22
13,19
19,22
13,19
10,6
26,13
29,16
13,22
19,6
3,16
16,22
29,6
29,6
10,22
3,13
22,29
26,6
19,26
6,6
16,26
16,6
13,22
19,10
22,22
16,22
13,6
19,16
3,13
29,29
13,16
13,16
10,26
10,16
10,29
19,22
22,6
13,26
29,16
3,19
6,16
19,26
6,19
6,26
22,3
29,10
13,10
22,6
22,26
22,19
6,10
3,3
26,26
6,6
3,16
16,6
22,22
3,16
6,13
10,22
10,13
16,19
6,19
29,16
29,22
13,6
29,6
29,16
19,3
13,3
10,29
22,10
6,13
19,19
16,16
19,19
26,26
22,19
13,19
22,6
29,16
6,10
22,19
13,19
3,16
19,22
22,19
6,26
26,19
19,29
3,22
29,22
19,10
6,10
22,26
10,6
3,3
26,19
16,16
10,13
16,16
10,6
10,22
29,26
22,26
29,10
3,6
16,26
29,19
10,19
16,3
10,10
16,29
6,19
objects:20
60,50
60,50
60,50
30,100
30,100
30,100
40,30
40,30
40,30
60,100
60,100
60,100
60,100
30,60
30,60
30,60
30,60
30,120
30,120
30,120
