name:M1b
items:100
9,7
4,2
9,2
9,5
6,1
4,1
3,9
7,3
2,4
6,6
5,5
6,6
8,8
7,6
4,6
7,2
9,5
2,3
7,6
4,6
1,5
6,7
7,6
2,8
8,6
6,9
1,7
9,7
6,3
2,3
7,8
3,2
1,1
8,6
5,5
3,4
5,5
3,2
3,7
9,8
7,8
9,3
1,2
5,8
9,6
3,6
5,1
3,3
5,9
2,6
4,5
8,5
4,5
5,7
4,6
7,1
6,1
5,8
5,7
8,4
4,5
6,9
4,2
7,2
6,9
3,1
6,1
8,2
6,8
8,7
2,1
6,7
1,2
6,2
3,4
6,4
8,8
6,5
9,8
6,2
3,4
8,2
4,1
3,6
3,5
1,3
2,8
8,3
8,9
6,7
8,4
8,3
3,3
9,5
1,1
4,5
3,1
3,9
2,2
1,1
objects:16
20,20
20,20
30,10
30,10
30,10
10,10
10,10
10,10
30,20
30,20
20,10
20,10
20,10
40,10
40,10
40,10
