name:M2d
items:100
27,24
27,18
18,3
12,24
9,9
18,3
3,12
15,3
27,24
21,12
24,18
18,24
3,18
15,24
18,18
24,18
12,21
9,3
9,12
12,21
6,24
18,21
6,27
27,15
27,24
27,6
27,24
27,24
6,18
9,18
21,9
6,24
15,21
6,24
18,9
21,15
21,6
21,18
3,6
21,9
18,24
24,12
18,9
6,9
9,27
21,3
3,6
12,3
12,18
12,12
15,3
12,21
24,18
18,15
15,3
12,9
15,24
18,3
24,21
24,24
24,9
21,18
21,24
27,24
15,27
3,12
24,12
6,12
18,3
3,21
12,3
24,21
6,6
12,3
3,18
18,27
3,12
12,9
24,18
18,6
27,15
6,15
24,9
15,12
3,18
21,27
15,6
27,21
18,21
27,18
9,21
9,18
21,15
15,9
27,15
21,21
15,18
21,24
6,27
27,18
objects:18
40,60
40,60
90,30
90,30
90,30
30,30
30,30
30,30
30,30
90,60
90,60
60,30
60,30
60,30
60,30
120,30
120,30
120,30
