name: M1d
items:100
9,8
9,6
6,1
4,8
3,3
6,1
1,4
5,1
9,8
7,4
8,6
6,8
1,6
5,8
6,6
8,6
4,7
3,1
3,4
4,7
2,8
6,7
2,9
9,5
9,8
9,2
9,8
9,8
2,6
3,6
7,3
2,8
5,7
2,8
6,3
7,5
7,2
7,6
1,2
7,3
6,8
8,4
6,3
2,3
3,9
7,1
1,2
4,1
4,6
4,4
5,1
4,7
8,6
6,5
5,1
4,3
5,8
6,1
8,7
8,8
8,3
7,6
7,8
9,8
5,9
1,4
8,4
2,4
6,1
1,7
4,1
8,7
2,2
4,1
1,6
6,9
1,4
4,3
8,6
6,2
9,5
2,5
8,3
5,4
1,6
7,9
5,2
9,7
6,7
9,6
3,7
3,6
7,5
5,3
9,5
7,7
5,6
7,8
2,9
9,6
objects:16
20,20
20,20
30,10
30,10
30,10
10,10
10,10
10,10
30,20
30,20
20,10
20,10
20,10
40,10
40,10
40,10
