name:M2c
items:100
28,13
13,13
25,28
25,16
13,22
3,9
28,16
9,13
9,19
28,22
28,13
25,19
6,19
13,9
13,3
19,3
19,25
25,22
22,16
22,6
22,22
22,19
16,3
6,9
19,28
28,9
22,13
6,6
16,9
13,28
28,6
25,22
16,6
22,3
13,6
28,9
9,3
9,6
19,6
28,25
25,6
19,19
16,28
19,28
19,6
13,19
16,28
16,19
13,9
3,13
6,25
13,3
3,19
6,6
16,19
22,19
22,13
25,13
6,19
25,28
28,13
28,6
13,19
22,19
9,3
13,9
22,28
28,22
13,13
9,28
19,13
22,13
22,22
6,22
9,6
28,22
16,13
16,6
13,19
3,22
3,3
13,3
22,9
13,6
22,3
6,22
19,22
16,19
16,3
28,16
16,22
22,22
13,13
3,6
25,9
9,6
3,16
16,13
22,19
13,13
objects:18
40,60
40,60
90,30
90,30
90,30
30,30
30,30
30,30
30,30
90,60
90,60
60,30
60,30
60,30
60,30
120,30
120,30
120,30
