name:M2e
items:100
28,18
15,15
28,15
6,28
6,9
28,21
3,18
3,18
15,18
3,15
6,28
3,18
18,6
9,9
12,18
6,12
6,21
15,15
12,25
12,3
6,12
21,25
18,28
15,18
21,21
15,28
6,12
25,28
3,15
21,25
12,3
6,6
18,6
18,6
21,18
28,21
9,21
12,25
21,28
6,6
6,12
6,18
6,28
9,12
6,6
21,3
25,21
15,3
25,12
15,15
9,21
3,18
28,28
18,15
21,21
28,9
6,25
3,15
25,15
3,21
15,21
25,28
9,25
15,12
18,3
21,3
6,21
3,6
3,21
21,12
12,25
18,28
15,9
6,3
28,6
12,9
9,25
9,28
6,9
25,9
25,25
18,25
6,3
12,6
6,15
18,28
28,15
21,15
28,28
25,25
12,6
6,9
21,28
3,21
25,18
25,21
21,6
18,12
28,28
21,3
objects:18
40,60
40,60
90,30
90,30
90,30
30,30
30,30
30,30
30,30
90,60
90,60
60,30
60,30
60,30
60,30
120,30
120,30
120,30
